,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
93,Oriol Busquets\49712367,es ESP,MF,Clermont Foot,23-022,1999,5,1,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
94,Marcin Bułka\db87a2c4,pl POL,GK,Nice,22-130,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
95,Jimmy Cabot\46359159,fr FRA,DF,Angers,27-299,1994,21,21,1856,20.6,0,5,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,2.3,3.0,0.03,0.11,0.14,0.03,0.14,Matches
96,Anthony Caci\0118c54c,fr FRA,DF,Strasbourg,24-225,1997,22,17,1532,17.0,0,3,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.6,0.6,2.2,2.8,0.03,0.13,0.16,0.03,0.16,Matches
97,Mathieu Cafaro\2a657da0,fr FRA,FWMF,Reims,24-323,1997,4,3,192,2.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.11,0.14,0.25,0.11,0.25,Matches
98,Yannick Cahuzac\677ee102,fr FRA,MF,Lens,37-024,1985,14,6,602,6.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
99,Marc-Aurèle Caillard\5ee6e943,fr FRA,GK,Metz,27-275,1994,6,5,453,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
100,Jens Cajuste\928a4a61,se SWE,MF,Reims,22-185,1999,2,2,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
101,Duje Ćaleta-Car\94f8d10c,hr CRO,DF,Marseille,25-147,1996,12,12,1010,11.2,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
102,Lucas Calodat\7a72e960,fr FRA,DF,Saint-Étienne,20-005,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
103,Mahdi Camara\8577e60a,fr FRA,MFDF,Saint-Étienne,23-226,1998,21,20,1832,20.4,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.4,2.5,0.06,0.07,0.13,0.06,0.13,Matches
104,Mamadou Camara\316e70c7,fr FRA,FW,Troyes,21-004,2001,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
105,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Rennes,19-093,2002,4,1,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
106,Fali Candé\3cc4bb19,gw GNB,DF,Metz,24-018,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
107,Pierrick Capelle\79b2399c,fr FRA,MFDF,Angers,34-302,1987,19,6,700,7.8,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.6,0.7,0.02,0.07,0.09,0.02,0.09,Matches
108,Maxence Caqueret\f81ef10d,fr FRA,MF,Lyon,21-361,2000,23,19,1704,18.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.3,2.1,0.04,0.07,0.11,0.04,0.11,Matches
109,Irvin Cardona\5e080f73,fr FRA,FW,Brest,24-187,1997,22,9,902,10.0,2,1,2,0,0,1,0,0.20,0.10,0.30,0.20,0.30,1.9,1.9,0.9,2.8,0.19,0.09,0.28,0.19,0.28,Matches
110,Igor Carioca\e3e32fbb,br BRA,DF,Lorient,25-174,1996,21,14,1335,14.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.1,1.6,0.04,0.07,0.11,0.04,0.11,Matches
111,Moreto Cassamã\f54d2149,gw GNB,MF,Reims,23-360,1998,16,11,776,8.6,2,0,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.1,1.1,0.7,1.7,0.12,0.08,0.20,0.12,0.20,Matches
112,Jean-Charles Castelletto\e0f3a1f6,cm CMR,DF,Nantes,27-016,1995,16,16,1435,15.9,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,1.0,0.05,0.01,0.06,0.05,0.06,Matches
113,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,24-359,1997,19,17,1547,17.2,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.9,1.3,0.02,0.05,0.07,0.02,0.07,Matches
114,Fabien Centonze\3c6bbbab,fr FRA,DF,Metz,26-026,1996,17,17,1530,17.0,4,1,4,0,0,3,0,0.24,0.06,0.29,0.24,0.29,0.9,0.9,0.6,1.4,0.05,0.03,0.09,0.05,0.09,Matches
115,Leonardo César Jardim\f5dfc256,br BRA,GK,Lille,26-328,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
116,Nassim Chadli\5c61496e,fr FRA,MFDF,Troyes,20-198,2001,8,1,96,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.19,0.03,0.21,0.19,0.21,Matches
117,Mehdi Chahiri\1787195f,ma MAR,MF,Strasbourg,25-201,1996,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
118,Dylan Chambost\dbde4959,fr FRA,MFFW,Troyes,24-176,1997,16,8,650,7.2,0,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,0.6,1.1,0.07,0.08,0.15,0.07,0.15,Matches
119,Brendan Chardonnet\16aa7d4c,fr FRA,DF,Brest,27-051,1994,19,19,1710,19.0,2,0,2,0,0,4,0,0.11,0.00,0.11,0.11,0.11,0.6,0.6,0.3,0.9,0.03,0.02,0.05,0.03,0.05,Matches
120,Xavier Chavalerin\279ddf6a,fr FRA,MFDF,Reims,30-341,1991,3,2,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.09,0.06,0.15,0.09,0.15,Matches
121,Xavier Chavalerin\279ddf6a,fr FRA,MF,Troyes,30-341,1991,19,18,1533,17.0,5,1,5,0,0,2,0,0.29,0.06,0.35,0.29,0.35,1.3,1.3,1.3,2.7,0.08,0.08,0.16,0.08,0.16,Matches
122,Rayan Cherki\b34c63a5,fr FRA,FWMF,Lyon,18-178,2003,16,3,440,4.9,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.7,0.7,0.7,1.4,0.15,0.13,0.28,0.15,0.28,Matches
123,Pedro Chirivella\68a26d51,es ESP,MF,Nantes,24-264,1997,21,21,1836,20.4,2,1,2,0,0,5,0,0.10,0.05,0.15,0.10,0.15,0.8,0.8,0.6,1.4,0.04,0.03,0.07,0.04,0.07,Matches
124,Joris Chotard\7909ffa4,fr FRA,MF,Montpellier,20-140,2001,22,21,1849,20.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8,0.02,0.02,0.04,0.02,0.04,Matches
125,Alexis Claude-Maurice\741418c3,fr FRA,MF,Nice,23-250,1998,9,0,192,2.1,0,2,0,0,0,1,0,0.00,0.94,0.94,0.00,0.94,0.5,0.5,0.8,1.3,0.22,0.39,0.61,0.22,0.61,Matches
126,Jonathan Clauss\5219ab4a,fr FRA,DF,Lens,29-139,1992,22,21,1845,20.5,2,9,2,0,0,3,0,0.10,0.44,0.54,0.10,0.54,1.4,1.4,5.6,7.0,0.07,0.27,0.34,0.07,0.34,Matches
127,Marcus Coco\3010aefb,fr FRA,FWMF,Nantes,25-232,1996,16,5,496,5.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.05,0.09,0.14,0.05,0.14,Matches
128,Abdu Conté\cfa49cc1,pt POR,DFMF,Troyes,23-324,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.02,0.21,0.23,0.02,0.23,Matches
129,Sébastien Corchia\0e7ccfc4,fr FRA,DF,Nantes,31-102,1990,17,7,735,8.2,0,3,0,0,0,0,1,0.00,0.37,0.37,0.00,0.37,0.3,0.3,0.3,0.7,0.04,0.04,0.08,0.04,0.08,Matches
130,Maxwel Cornet\beb391dd,ci CIV,DFMF,Lyon,25-137,1996,1,1,63,0.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.09,0.09,0.00,0.09,Matches
131,David Pereira da Costa\59948ef7,pt POR,FWMF,Lens,21-037,2001,18,6,637,7.1,1,2,1,0,0,1,0,0.14,0.28,0.42,0.14,0.42,1.0,1.0,1.9,2.9,0.13,0.27,0.41,0.13,0.41,Matches
132,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,34-223,1987,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
133,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,30-174,1991,10,4,337,3.7,1,0,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,1.3,1.3,0.5,1.8,0.35,0.13,0.47,0.35,0.47,Matches
134,Nicolas Cozza\8f325097,fr FRA,DF,Montpellier,23-034,1999,21,19,1684,18.7,2,2,2,0,0,1,0,0.11,0.11,0.21,0.11,0.21,0.8,0.8,0.5,1.3,0.04,0.03,0.07,0.04,0.07,Matches
135,Wylan Cyprien\3e092724,fr FRA,MF,Nantes,27-014,1995,12,8,679,7.5,1,1,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,0.4,0.4,1.1,1.6,0.06,0.15,0.21,0.06,0.21,Matches
136,Lucas Da Cunha\007faf7a,fr FRA,MF,Nice,20-247,2001,10,5,393,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,1.0,1.0,1.7,2.7,0.23,0.39,0.63,0.23,0.63,Matches
137,Lucas Da Cunha\007faf7a,fr FRA,FW,Clermont Foot,20-247,2001,1,1,72,0.8,1,0,1,0,0,0,0,1.25,0.00,1.25,1.25,1.25,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches
138,Damien Da Silva\1ec7e1c5,fr FRA,DF,Lyon,33-270,1988,10,7,647,7.2,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
139,Colin Dagba\29c02c9f,fr FRA,DF,Paris S-G,23-155,1998,3,2,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
140,Flavius Daniliuc\7ef972c3,at AUT,DF,Nice,20-290,2001,13,7,637,7.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
141,Kevin Danso\6e33125f,at AUT,DF,Lens,23-145,1998,20,19,1654,18.4,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.06,0.00,0.06,0.06,0.06,Matches
142,Dante\fd2bc67d,br BRA,DF,Nice,38-116,1983,22,21,1935,21.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.03,0.01,0.05,0.03,0.05,Matches
143,Jonathan David\ce50fd99,ca CAN,FW,Lille,22-028,2000,23,19,1726,19.2,12,0,10,2,3,1,0,0.63,0.00,0.63,0.52,0.52,9.9,7.6,2.4,10.0,0.52,0.13,0.64,0.40,0.52,Matches
144,Konrad De La Fuente\4b77bb89,us USA,FWDF,Marseille,20-210,2001,16,9,785,8.7,0,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,1.1,1.1,1.5,2.6,0.12,0.17,0.29,0.12,0.29,Matches
145,Romain Del Castillo\0be95d34,fr FRA,FWMF,Brest,25-319,1996,8,3,301,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.9,0.14,0.14,0.28,0.14,0.28,Matches
146,Romain Del Castillo\0be95d34,fr FRA,MFFW,Rennes,25-319,1996,3,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.38,0.16,0.55,0.38,0.55,Matches
147,Thomas Delaine\8332db56,fr FRA,DF,Metz,29-324,1992,17,16,1401,15.6,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.5,0.5,2.0,2.5,0.03,0.13,0.16,0.03,0.16,Matches
148,Sacha Delaye\e4448c8c,fr FRA,MF,Montpellier,19-294,2002,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
149,Andy Delort\d33c706e,dz ALG,FW,Nice,30-125,1991,17,12,1241,13.8,6,1,5,1,1,3,0,0.44,0.07,0.51,0.36,0.44,6.9,6.1,2.9,9.0,0.50,0.21,0.71,0.44,0.66,Matches
150,Andy Delort\d33c706e,dz ALG,FW,Montpellier,30-125,1991,3,3,269,3.0,2,1,2,0,0,0,0,0.67,0.33,1.00,0.67,1.00,1.4,1.4,0.7,2.1,0.48,0.22,0.70,0.48,0.70,Matches
151,Moussa Dembélé\e7986081,fr FRA,FW,Lyon,25-214,1996,16,11,1060,11.8,7,1,4,3,3,3,0,0.59,0.08,0.68,0.34,0.42,7.3,5.1,1.6,6.7,0.62,0.14,0.76,0.44,0.57,Matches
152,Jason Denayer\47af88b8,be BEL,DF,Lyon,26-228,1995,14,11,912,10.1,3,0,3,0,0,2,0,0.30,0.00,0.30,0.30,0.30,1.4,1.4,0.0,1.4,0.14,0.00,0.14,0.14,0.14,Matches
153,Arthur Desmas\e8c5dd4d,fr FRA,GK,Clermont Foot,27-310,1994,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Ángel Di María\19cda00b,ar ARG,FW,Paris S-G,33-362,1988,16,14,1126,12.5,3,3,3,0,0,1,0,0.24,0.24,0.48,0.24,0.48,3.4,3.4,4.1,7.4,0.27,0.33,0.59,0.27,0.59,Matches
155,Yadaly Diaby\5630a6e0,fr FRA,FWMF,Clermont Foot,21-186,2000,5,0,67,0.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.17,0.00,0.17,0.17,0.17,Matches
156,Ibrahim Diakité\d8c19a60,fr FRA,MF,Reims,18-103,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
157,Abdou Diallo\fc62f087,sn SEN,DF,Paris S-G,25-283,1996,9,9,766,8.5,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.6,0.6,0.01,0.06,0.08,0.01,0.08,Matches
158,Habib Diallo\6605d143,sn SEN,FW,Strasbourg,26-238,1995,17,10,996,11.1,8,1,7,1,1,2,0,0.72,0.09,0.81,0.63,0.72,6.3,5.5,1.5,7.0,0.57,0.14,0.70,0.50,0.63,Matches
159,Mouhamadou Diarra\6d0fe035,fr FRA,MF,Strasbourg,18-039,2004,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
160,Stéphane Diarra\29939a1d,fr FRA,FWMF,Lorient,23-064,1998,13,5,472,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,1.2,2.5,0.25,0.23,0.48,0.25,0.48,Matches
161,Krepin Diatta\8104e41e,sn SEN,MFDF,Monaco,22-351,1999,8,3,285,3.2,1,0,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,0.2,0.2,0.1,0.3,0.07,0.04,0.11,0.07,0.11,Matches
162,Bamba Dieng\40774c6b,sn SEN,FWMF,Marseille,21-325,2000,14,7,528,5.9,4,0,4,0,0,0,1,0.68,0.00,0.68,0.68,0.68,4.2,4.2,0.0,4.2,0.71,0.00,0.71,0.71,0.71,Matches
163,Elhadji Dieye\6a04bb7c,sn SEN,MFFW,Saint-Étienne,19-251,2002,5,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.08,0.00,0.08,0.08,0.08,Matches
164,Javairô Dilrosun\34a0f5ff,nl NED,FWMF,Bordeaux,23-234,1998,19,11,973,10.8,0,3,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28,1.4,1.4,1.9,3.3,0.13,0.17,0.30,0.13,0.30,Matches
165,Junior Dina Ebimbe\95bb6ddc,fr FRA,MF,Paris S-G,21-082,2000,8,3,240,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06,Matches
166,Tristan Dingomé\92b56413,cm CMR,MFFW,Troyes,30-359,1991,15,9,754,8.4,2,4,2,0,0,2,0,0.24,0.48,0.72,0.24,0.72,0.8,0.8,1.8,2.7,0.10,0.22,0.32,0.10,0.32,Matches
167,Sinaly Diomande\6de23ab0,ci CIV,DF,Lyon,20-308,2001,10,5,578,6.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches
168,Sofiane Diop\19053e31,fr FRA,MFFW,Monaco,21-247,2000,22,19,1566,17.4,6,3,6,0,0,5,0,0.34,0.17,0.52,0.34,0.52,5.0,5.0,2.5,7.5,0.29,0.14,0.43,0.29,0.43,Matches
169,Andy Diouf\9b5237b1,fr FRA,MF,Rennes,19-270,2002,3,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,3.54,3.54,0.00,3.54,Matches
170,Assane Dioussé\7f622eef,sn SEN,MF,Saint-Étienne,24-144,1997,4,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
171,Axel Disasi\ad82197c,fr FRA,DF,Monaco,23-337,1998,19,17,1556,17.3,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.1,1.4,0.07,0.01,0.08,0.07,0.08,Matches
172,Tiago Djaló\b2336681,pt POR,DF,Lille,21-308,2000,15,14,1244,13.8,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,0.9,0.9,0.2,1.1,0.07,0.02,0.08,0.07,0.08,Matches
173,Alexander Djiku\43e7a164,gh GHA,DF,Strasbourg,27-186,1994,17,16,1442,16.0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.4,1.8,0.09,0.02,0.11,0.09,0.11,Matches
174,Bryan Djile Nokoué\75186a6a,cm CMR,DFMF,Saint-Étienne,19-264,2002,2,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
175,Ouparine Djoco\62124972,sn SEN,GK,Clermont Foot,23-295,1998,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
176,Jeremy Doku\fffea3e5,be BEL,MFFW,Rennes,19-260,2002,9,4,392,4.4,1,1,1,0,0,1,0,0.23,0.23,0.46,0.23,0.46,0.8,0.8,1.1,1.9,0.18,0.25,0.43,0.18,0.43,Matches
177,Kasper Dolberg\cc83b74d,dk DEN,FW,Nice,24-128,1997,17,13,991,11.0,6,1,4,2,2,0,0,0.54,0.09,0.64,0.36,0.45,5.0,3.5,0.5,4.0,0.45,0.05,0.50,0.31,0.36,Matches
178,Brandon Domingues\2a00c6c0,fr FRA,MFFW,Troyes,21-250,2000,11,1,230,2.6,1,0,1,0,0,0,0,0.39,0.00,0.39,0.39,0.39,0.9,0.9,0.3,1.2,0.35,0.12,0.47,0.35,0.47,Matches
179,Anastasios Donis\0f26fd24,gr GRE,FWMF,Reims,25-166,1996,11,2,321,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.1,0.20,0.10,0.30,0.20,0.30,Matches
180,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Paris S-G,22-351,1999,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
181,Jodel Dossou\a1dbfcb1,bj BEN,FW,Clermont Foot,29-331,1992,23,16,1396,15.5,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,3.5,3.5,2.0,5.5,0.23,0.13,0.36,0.23,0.36,Matches
182,Lucas Douath\3cd7820a,fr FRA,MF,Saint-Étienne,18-190,2003,17,9,903,10.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.09,0.01,0.10,0.09,0.10,Matches
183,Cheick Doucouré\ce4f40c7,ml MLI,MF,Lens,22-034,2000,20,19,1702,18.9,0,3,0,0,0,3,1,0.00,0.16,0.16,0.00,0.16,1.1,1.1,1.7,2.7,0.06,0.09,0.15,0.06,0.15,Matches
184,Fodé Doucouré\1bfe34dc,ml MLI,DF,Reims,21-008,2001,3,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,Matches
185,Kamory Doumbia\9226aa22,fr FRA,FW,Reims,18-358,2003,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
186,Souleyman Doumbia\9daeac61,ci CIV,DF,Angers,25-140,1996,15,15,1140,12.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.9,0.03,0.04,0.07,0.03,0.07,Matches
187,Julian Draxler\1a992676,de GER,FWMF,Paris S-G,28-144,1993,12,4,431,4.8,2,1,2,0,0,0,0,0.42,0.21,0.63,0.42,0.63,1.4,1.4,1.1,2.5,0.28,0.23,0.52,0.28,0.52,Matches
