,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
455,Danijel Petković\b98cea65,me MNE,GK,Angers,28-262,1993,10.0,0,0,0,0,0,0,1,0.0,1,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0,Matches
456,Léo Pétrot\00638016,fr FRA,DF,Lorient,24-302,1997,8.4,14,5,10,3,1,5,9,55.6,4,77,34,44.2,34,38,5,16,8,0,8,24,38,31,0,Matches
457,Romain Philippoteaux\f98b15f0,fr FRA,MF,Brest,33-346,1988,0.3,1,1,0,1,0,0,0,,0,5,1,20.0,0,1,4,0,0,0,0,0,1,0,0,Matches
458,Jérôme Phojo\ff44d058,fr FRA,DF,Clermont Foot,28-302,1993,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,1,1,1,0,Matches
459,Ronaël Pierre-Gabriel\64ba07c0,fr FRA,DF,Brest,23-243,1998,20.4,63,40,40,18,5,22,44,50.0,22,300,93,31.0,152,109,39,30,6,0,24,48,111,54,0,Matches
460,Julian Pollersbeck\d6f6ce93,de GER,GK,Lyon,27-179,1994,1.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,23-029,1999,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Sanjin Prcić\51c30111,ba BIH,MF,Strasbourg,28-083,1993,14.4,30,17,10,16,4,8,20,40.0,12,178,63,35.4,58,92,28,14,2,0,12,22,52,15,0,Matches
463,Nicolas de Préville\b0547a87,fr FRA,FWMF,Metz,31-034,1991,11.9,15,7,4,7,4,6,10,60.0,4,199,53,26.6,28,89,82,15,1,0,14,8,23,3,1,Matches
464,Nemanja Radonjić\0630eb63,rs SRB,MF,Marseille,25-361,1996,0.2,0,0,0,0,0,0,0,,0,6,2,33.3,1,1,4,0,0,0,0,0,0,0,0,Matches
465,Rafinha\0c2ac3cb,br BRA,FWMF,Paris S-G,28-364,1993,2.4,11,7,2,6,3,3,9,33.3,6,71,23,32.4,11,34,26,5,0,0,5,4,15,1,0,Matches
466,Predrag Rajković\58ad9383,rs SRB,GK,Reims,26-103,1995,23.0,0,0,0,0,0,0,0,,0,4,0,0.0,3,0,1,1,0,0,1,0,0,1,2,Matches
467,Adil Rami\8dbff17c,fr FRA,DF,Troyes,36-046,1985,8.9,11,7,5,5,1,8,11,72.7,3,64,25,39.1,34,28,2,8,3,0,5,14,25,32,0,Matches
468,Sergio Ramos\08511d65,es ESP,DF,Paris S-G,35-318,1986,2.7,7,3,3,4,0,4,6,66.7,2,28,15,53.6,15,11,2,1,0,0,1,3,10,4,0,Matches
469,Elba Rashani\25749008,xk KVX,FW,Clermont Foot,28-278,1993,13.2,31,23,8,19,4,12,40,30.0,28,290,85,29.3,70,142,78,27,3,0,24,14,45,12,0,Matches
470,Tiago Ribeiro\507d7569,pt POR,FW,Monaco,19-334,2002,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
471,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,28-163,1993,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
472,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,28-334,1993,14.4,23,12,14,6,3,11,31,35.5,20,284,67,23.6,85,135,64,24,3,0,21,8,31,14,0,Matches
473,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,26-103,1995,15.1,45,26,26,13,6,20,37,54.1,17,177,51,28.8,98,49,30,28,4,0,24,28,73,31,0,Matches
474,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,19-257,2002,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,3,1,0,0,0,0,0,0,0,0,0,Matches
475,Patrick Roberts\59d93937,eng ENG,DF,Troyes,25-006,1997,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
476,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,26-270,1995,14.1,25,16,19,6,0,8,18,44.4,10,147,56,38.1,98,46,3,27,17,2,10,46,71,75,1,Matches
477,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,26-236,1995,9.4,11,7,3,7,1,1,14,7.1,13,180,36,20.0,23,98,59,10,2,0,8,2,13,2,0,Matches
478,Valentin Rongier\ed45c4a5,fr FRA,MFDF,Marseille,27-066,1994,14.0,51,36,21,28,2,14,34,41.2,20,273,85,31.1,95,130,48,24,2,0,22,21,72,7,0,Matches
479,Pablo Rosario\1a6b7ea4,nl NED,MF,Nice,25-035,1997,17.6,40,22,12,22,6,13,44,29.5,31,309,96,31.1,87,175,47,28,10,0,18,35,75,23,0,Matches
480,Roli Pereira de Sa\60f58477,fr FRA,MF,Nantes,25-063,1996,4.9,11,8,3,5,3,2,9,22.2,7,117,29,24.8,34,64,19,6,0,0,6,5,16,1,0,Matches
481,Mathys Saban\7d9f3d69,fr FRA,FWMF,Saint-Étienne,19-272,2002,0.8,1,0,0,1,0,0,1,0.0,1,13,1,7.7,5,6,2,2,0,0,2,0,1,0,0,Matches
482,Falaye Sacko\6388e356,ml MLI,DF,Saint-Étienne,26-286,1995,1.0,3,1,3,0,0,1,1,100.0,0,9,3,33.3,7,1,1,0,0,0,0,4,7,2,0,Matches
483,Rafiki Said Ahamada\c2e5f306,fr FRA,MFFW,Brest,21-333,2000,0.7,3,2,2,1,0,1,1,100.0,0,17,6,35.3,6,6,5,1,0,0,1,0,3,0,0,Matches
484,Wesley Saïd\90fcf472,fr FRA,FWMF,Lens,26-298,1995,6.0,7,3,1,5,1,2,5,40.0,3,128,30,23.4,10,76,42,5,1,0,4,3,10,0,0,Matches
485,Mamadou Sakho\87935cf3,fr FRA,DF,Montpellier,31-363,1990,18.8,29,14,24,3,2,13,17,76.5,4,98,39,39.8,71,24,3,34,25,0,9,43,72,94,0,Matches
486,Bakary Sako\381d7d54,ml MLI,FWMF,Saint-Étienne,33-291,1988,0.9,0,0,0,0,0,0,0,,0,15,4,26.7,1,7,7,1,1,1,0,1,1,0,0,Matches
487,William Saliba\972aeb2a,fr FRA,DF,Marseille,20-324,2001,22.0,47,31,30,14,3,12,22,54.5,10,186,89,47.8,103,73,10,28,7,0,21,41,88,52,1,Matches
488,Romain Salin\74733221,fr FRA,GK,Rennes,37-197,1984,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
489,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,29-082,1992,19.8,37,22,26,10,1,13,23,56.5,10,173,64,37.0,109,56,8,31,10,0,21,47,84,61,1,Matches
490,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,26-097,1995,13.7,37,23,16,11,10,6,20,30.0,14,299,86,28.8,54,143,102,21,0,0,21,12,49,5,0,Matches
491,Junior Sambia\24eb7ed6,fr FRA,DFFW,Montpellier,25-157,1996,12.3,16,6,8,5,3,3,12,25.0,9,138,34,24.6,51,49,38,31,4,0,27,22,38,15,0,Matches
492,Renato Sanches\032f894e,pt POR,MF,Lille,24-177,1997,10.4,19,13,9,8,2,4,14,28.6,10,155,55,35.5,42,83,30,5,1,0,4,8,27,5,0,Matches
493,Philippe Sandler\60740e70,nl NED,DF,Troyes,25-001,1997,0.8,1,1,1,0,0,0,1,0.0,1,7,3,42.9,5,2,0,3,1,0,2,1,2,5,0,Matches
494,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,26-339,1995,13.0,22,11,8,12,2,8,23,34.8,15,231,61,26.4,70,120,41,20,6,0,14,21,43,23,0,Matches
495,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,29-276,1992,0.2,0,0,0,0,0,0,1,0.0,1,10,3,30.0,1,3,6,0,0,0,0,0,0,0,0,Matches
496,Martin Satriano\86383d0e,it ITA,FW,Brest,20-356,2001,0.4,0,0,0,0,0,0,0,,0,6,0,0.0,0,1,5,0,0,0,0,0,0,0,0,Matches
497,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,30-051,1991,16.9,42,27,15,20,7,17,44,38.6,27,300,90,30.0,74,149,77,17,0,0,17,36,78,6,1,Matches
498,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,32-095,1989,2.5,9,5,4,5,0,3,6,50.0,3,51,18,35.3,15,30,6,5,2,0,3,7,16,2,0,Matches
499,Alidu Seidu\cea59f02,ci CIV,DFFW,Clermont Foot,21-252,2000,4.7,9,6,7,2,0,6,9,66.7,3,42,14,33.3,19,11,12,12,3,0,9,13,22,20,0,Matches
500,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,29-350,1992,22.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
501,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Lyon,30-124,1991,7.5,7,4,0,5,2,2,10,20.0,8,65,21,32.3,7,33,25,4,0,0,4,3,10,1,0,Matches
502,Mahame Siby\6d075c67,ml MLI,MFDF,Strasbourg,25-219,1996,0.2,0,0,0,0,0,0,0,,0,8,0,0.0,6,2,0,1,0,0,1,0,0,0,0,Matches
503,Aboubakar Sidibé\ae5b93a0,fr FRA,FW,Clermont Foot,25-284,1996,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,29-197,1992,8.2,21,13,13,6,2,6,17,35.3,11,104,31,29.8,38,42,24,11,1,0,10,19,40,14,0,Matches
505,Kaj Sierhuis\9c2b1f11,nl NED,FW,Reims,23-290,1998,0.9,1,1,1,0,0,1,1,100.0,0,9,2,22.2,3,4,2,0,0,0,0,0,1,1,0,Matches
506,Caio Henrique Oliveira Silva\30af8b93,br BRA,DF,Monaco,24-195,1997,16.8,27,13,13,12,2,13,33,39.4,20,182,65,35.7,64,77,41,16,1,0,15,34,61,29,2,Matches
507,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,30-274,1991,4.5,8,6,3,4,1,4,5,80.0,1,56,20,35.7,25,22,9,11,2,0,9,10,18,6,0,Matches
508,Moses Simon\5f3eaaf5,ng NGA,FWMF,Nantes,26-214,1995,16.5,19,12,5,7,7,7,14,50.0,7,184,56,30.4,36,82,66,20,3,0,17,17,36,5,0,Matches
509,Xavi Simons\da4d670f,nl NED,MFFW,Paris S-G,18-296,2003,0.4,1,1,0,1,0,1,1,100.0,0,12,3,25.0,3,2,7,1,0,0,1,0,1,1,0,Matches
510,Issouf Sissokho\792a9d41,ml MLI,MF,Bordeaux,20-012,2002,4.8,17,12,3,12,2,7,19,36.8,12,156,35,22.4,36,91,29,7,1,0,6,10,27,0,0,Matches
511,Ibrahima Sissoko\0f8418aa,fr FRA,MFDF,Strasbourg,24-107,1997,17.1,35,20,14,15,6,6,18,33.3,12,237,73,30.8,73,120,44,35,6,0,29,32,67,29,0,Matches
512,Nelson Sissoko\12bd0579,fr FRA,DF,Saint-Étienne,24-341,1997,0.5,1,0,1,0,0,1,1,100.0,0,11,2,18.2,6,4,1,0,0,0,0,0,1,4,0,Matches
513,Sambou Sissoko\e4bb1f08,fr FRA,MF,Reims,22-290,1999,1.1,8,5,2,3,3,1,5,20.0,4,39,15,38.5,19,14,6,1,0,0,1,4,12,5,0,Matches
514,Islam Slimani\ffec9769,dz ALG,FW,Lyon,33-238,1988,6.4,2,2,0,1,1,0,5,0.0,5,85,18,21.2,5,36,44,6,0,0,6,0,2,4,0,Matches
515,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,31-109,1990,14.6,17,9,4,9,4,4,20,20.0,16,235,65,27.7,35,97,103,18,3,0,15,15,32,11,0,Matches
516,Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,21-039,2001,1.6,1,0,0,0,1,0,0,,0,39,14,35.9,0,20,19,1,0,0,1,1,2,1,0,Matches
517,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,29-364,1992,12.9,27,15,20,5,2,13,34,38.2,21,204,69,33.8,109,61,34,17,4,0,13,25,52,35,0,Matches
518,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,19-222,2002,9.3,24,13,17,7,0,7,13,53.8,6,114,57,50.0,74,39,1,13,5,1,8,23,47,36,0,Matches
519,Calvin Stengs\8f7e6783,nl NED,MF,Nice,23-055,1998,8.7,11,4,4,7,0,5,13,38.5,8,137,26,19.0,20,77,40,6,0,0,6,15,26,5,0,Matches
520,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,19-361,2002,11.2,25,17,7,10,8,8,19,42.1,11,177,55,31.1,46,74,57,8,1,0,7,8,33,3,0,Matches
521,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,21-307,2000,0.7,3,2,1,1,1,1,4,25.0,3,17,5,29.4,13,3,1,2,1,0,1,2,5,1,0,Matches
522,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,19-341,2002,1.3,6,5,4,1,1,0,1,0.0,1,40,13,32.5,11,19,10,2,0,0,2,0,6,2,0,Matches
523,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,29-009,1993,14.9,21,15,7,10,4,10,32,31.3,22,186,49,26.3,51,93,42,18,2,0,16,15,36,5,0,Matches
524,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,29-295,1992,15.2,30,21,13,16,1,10,51,19.6,41,243,86,35.4,88,136,19,32,7,0,25,28,58,22,0,Matches
525,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,19-267,2002,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
526,Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,18-156,2003,0.5,0,0,0,0,0,0,2,0.0,2,10,2,20.0,1,6,3,0,0,0,0,1,1,0,0,Matches
527,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,23-296,1998,2.3,2,1,1,1,0,1,4,25.0,3,42,10,23.8,13,22,7,5,1,0,4,1,3,0,0,Matches
528,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,22-015,2000,20.2,71,46,30,36,5,19,38,50.0,19,346,128,37.0,101,190,55,16,3,0,13,77,148,24,0,Matches
529,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,16-290,2005,0.5,3,2,3,0,0,0,0,,0,15,5,33.3,9,3,3,1,0,0,1,3,6,2,0,Matches
530,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,24-246,1997,3.2,6,3,0,4,2,0,0,,0,63,14,22.2,9,21,33,2,0,0,2,1,7,1,0,Matches
531,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,24-344,1997,17.1,24,16,6,7,11,6,16,37.5,10,312,99,31.7,44,123,145,19,1,0,18,9,33,11,0,Matches
532,Sada Thioub\f4bc42b1,sn SEN,DFFW,Saint-Étienne,26-255,1995,2.1,4,4,1,2,1,0,1,0.0,1,38,13,34.2,10,19,9,2,0,0,2,1,5,1,0,Matches
533,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,26-255,1995,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0,Matches
534,Romain Thomas\275e2c51,fr FRA,DF,Angers,33-244,1988,18.3,46,32,29,17,0,19,39,48.7,20,204,79,38.7,122,74,8,29,11,0,18,28,74,78,1,Matches
535,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,28-063,1993,18.1,42,23,12,17,13,20,59,33.9,39,492,141,28.7,118,218,156,44,4,0,40,30,72,11,0,Matches
536,Thuler\db23d9fc,br BRA,DF,Montpellier,22-338,1999,6.1,16,13,12,4,0,4,7,57.1,3,78,22,28.2,51,25,2,8,4,0,4,7,23,23,0,Matches
537,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,20-322,2001,11.5,26,17,6,14,6,7,19,36.8,12,171,52,30.4,53,92,26,20,3,0,17,24,50,13,0,Matches
538,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,22-344,1999,1.7,3,2,0,2,1,0,1,0.0,1,39,14,35.9,7,14,18,3,0,0,3,1,4,0,0,Matches
539,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,22-043,1999,20.7,40,24,28,11,1,16,35,45.7,19,200,87,43.5,119,71,10,31,15,0,16,51,91,78,0,Matches
540,Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,29-150,1992,13.6,10,5,1,6,3,4,14,28.6,10,139,34,24.5,28,61,50,16,0,0,16,18,28,9,0,Matches
541,Yoann Touzghar\4e47507a,tn TUN,FW,Troyes,35-075,1986,11.4,4,4,1,1,2,2,4,50.0,2,114,33,28.9,9,57,48,5,1,0,4,2,6,9,0,Matches
542,Amadou Traore\4eb0686f,fr FRA,FW,Bordeaux,19-341,2002,0.2,0,0,0,0,0,0,0,,0,4,0,0.0,1,2,1,0,0,0,0,0,0,0,0,Matches
543,Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,20-175,2001,10.0,27,21,7,12,8,6,17,35.3,11,289,75,26.0,71,174,44,24,5,0,19,19,46,7,0,Matches
544,Charles Traore\de488e56,ml MLI,DF,Nantes,30-041,1992,6.5,22,11,15,5,2,4,13,30.8,9,116,33,28.4,63,42,11,18,4,0,14,18,40,27,0,Matches
545,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,30-015,1992,17.3,39,22,21,12,6,24,38,63.2,14,175,57,32.6,62,70,43,28,3,0,25,35,74,34,0,Matches
546,Ismaël Traoré\b666421b,ci CIV,DF,Angers,35-177,1986,21.7,21,18,14,6,1,5,20,25.0,15,166,66,39.8,112,48,6,30,13,0,17,41,62,73,1,Matches
547,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,29-170,1992,8.3,25,15,15,8,2,8,22,36.4,14,87,26,29.9,41,29,17,16,4,0,12,15,40,12,0,Matches
548,Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,20-083,2001,9.3,18,9,10,6,2,8,21,38.1,13,149,39,26.2,54,66,29,29,4,0,25,16,34,14,0,Matches
549,Matthieu Udol\cc41f558,fr FRA,DF,Metz,25-328,1996,11.2,33,23,19,12,2,14,26,53.8,12,146,65,44.5,70,63,13,26,7,1,19,39,72,32,0,Matches
550,Chimuanya Ugochukwu\1df4a109,fr FRA,MF,Rennes,17-322,2004,4.1,8,3,4,2,2,4,9,44.4,5,70,17,24.3,21,37,12,7,2,0,5,2,10,2,0,Matches
551,Hwang Ui-jo\a2d873dd,kr KOR,FW,Bordeaux,29-167,1992,15.9,3,2,0,2,1,0,9,0.0,9,187,39,20.9,17,96,74,9,1,0,8,3,6,12,0,Matches
552,Cengiz Ünder\1880614f,tr TUR,FWMF,Marseille,24-212,1997,15.3,11,5,4,2,5,5,15,33.3,10,129,36,27.9,24,47,58,15,2,0,13,14,25,6,0,Matches
553,Jere Uronen\d75f3980,fi FIN,DF,Brest,27-213,1994,4.9,13,10,7,3,3,3,12,25.0,9,74,29,39.2,47,18,9,11,2,0,9,11,24,14,0,Matches
554,Vanderson\ee45fd85,br BRA,FWMF,Monaco,20-235,2001,1.2,3,2,0,2,1,1,4,25.0,3,41,12,29.3,7,16,18,2,1,0,1,0,3,1,0,Matches
555,Jonathan Varane\4ade359f,fr FRA,MF,Lens,20-155,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
556,Marco Verratti\1467af0d,it ITA,MF,Paris S-G,29-098,1992,10.9,31,25,3,18,10,8,28,28.6,20,234,63,26.9,49,117,68,17,4,0,13,15,46,5,0,Matches
557,Kevin Volland\64f69877,de GER,FWMF,Monaco,29-196,1992,15.8,17,13,4,10,3,5,27,18.5,22,299,90,30.1,26,157,116,11,0,0,11,5,22,2,0,Matches
558,Timothy Weah\8eec784d,us USA,MFFW,Lille,21-354,2000,10.0,9,8,3,3,3,3,8,37.5,5,102,24,23.5,20,43,39,9,0,0,9,8,17,3,0,Matches
559,Georginio Wijnaldum\eb58eef0,nl NED,MF,Paris S-G,31-092,1990,10.9,11,9,4,6,1,4,6,66.7,2,126,43,34.1,34,56,36,12,1,0,11,9,20,2,0,Matches
560,Christopher Wooh\b003239d,fr FRA,DF,Lens,20-146,2001,5.7,18,12,11,6,1,6,10,60.0,4,69,25,36.2,39,29,1,10,6,1,4,12,30,19,1,Matches
561,Xeka\f3600c02,pt POR,MF,Lille,27-093,1994,10.6,34,21,15,16,3,15,34,44.1,19,247,77,31.2,72,141,34,19,4,0,15,24,58,24,0,Matches
562,Sekou Yansané\bce37ac0,gn GUI,FW,Paris S-G,18-289,2003,0.2,0,0,0,0,0,0,0,,0,5,0,0.0,0,4,1,1,0,0,1,0,0,1,0,Matches
563,Yusuf Yazıcı\f5c8b425,tr TUR,MFFW,Lille,25-013,1997,5.7,11,4,3,7,1,2,8,25.0,6,101,28,27.7,13,58,30,6,0,0,6,3,14,4,0,Matches
564,Burak Yılmaz\165a2e40,tr TUR,FW,Lille,36-211,1985,17.1,3,2,1,1,1,0,11,0.0,11,169,44,26.0,7,78,84,10,5,0,5,5,8,9,0,Matches
565,Zaydou Youssouf\e2f9bb5f,fr FRA,MF,Saint-Étienne,22-215,1999,12.0,38,27,15,22,1,11,25,44.0,14,199,75,37.7,72,96,31,17,3,0,14,18,56,10,0,Matches
566,Akim Zedadka\0ff630d0,fr FRA,DF,Clermont Foot,26-257,1995,22.9,52,28,24,22,6,26,44,59.1,18,265,95,35.8,98,118,49,33,5,0,28,58,110,28,0,Matches
567,Mehdi Zerkane\53f6306f,dz ALG,MFDF,Bordeaux,22-211,1999,0.9,2,2,0,0,2,1,3,33.3,2,20,2,10.0,3,13,4,2,2,0,0,2,4,0,0,Matches
568,Edon Zhegrova\34a88e3e,xk KVX,MF,Lille,22-317,1999,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,Matches
569,Banhie Zoukrou\aefa3050,fr FRA,DF,Troyes,18-280,2003,0.9,1,0,1,0,0,1,2,50.0,1,9,2,22.2,8,1,0,0,0,0,0,2,3,1,0,Matches